reference_date,target,horizon,location,output_type,output_type_id,value
2025-11-09,weekly incident influenza cases,0,SE,mean,,42.500000
2025-11-09,weekly incident influenza cases,1,SE,mean,,42.500000
2025-11-09,weekly incident influenza cases,2,SE,mean,,42.500000
2025-11-09,weekly incident influenza cases,3,SE,mean,,42.500000
2025-11-09,weekly incident influenza cases,0,SE-M,mean,,3.833333
2025-11-09,weekly incident influenza cases,1,SE-M,mean,,3.833333
2025-11-09,weekly incident influenza cases,2,SE-M,mean,,3.833333
2025-11-09,weekly incident influenza cases,3,SE-M,mean,,3.833333
2025-11-09,weekly incident influenza cases,0,SE-O,mean,,8.000000
2025-11-09,weekly incident influenza cases,1,SE-O,mean,,8.000000
2025-11-09,weekly incident influenza cases,2,SE-O,mean,,8.000000
2025-11-09,weekly incident influenza cases,3,SE-O,mean,,8.000000
